filename,number,xmin,ymin,xmax,ymax
hefei_3250.jpg,07151.1,71,151,526,235
hefei_3252.jpg,03497.6,90,43,507,111
hefei_3253.jpg,07614.4,75,150,539,235
hefei_3254.jpg,13000.6,75,203,451,289
hefei_3256.jpg,02333.9,146,164,621,254
hefei_3257.jpg,11496.3,75,148,528,229
hefei_3258.jpg,12991.8,82,139,526,229
hefei_3260.jpg,08610.6,93,42,494,108
hefei_3261.jpg,01057.0,137,117,631,231
hefei_3262.jpg,07227.9,35,167,473,264
hefei_3264.jpg,09593.9,59,101,497,173
hefei_3265.jpg,06075.8,61,181,525,277
hefei_3266.jpg,12045.9,67,33,449,96
hefei_3268.jpg,11168.9,113,12,512,79
hefei_3269.jpg,03631.9,75,101,515,173
hefei_3270.jpg,08454.4,79,159,541,249
hefei_3272.jpg,05959.9,87,177,512,258
hefei_3273.jpg,00974.9,90,88,560,193
hefei_3274.jpg,06320.5,75,114,511,192
hefei_3276.jpg,07315.9,41,161,490,257
hefei_3277.jpg,12845.8,96,121,534,196
hefei_3278.jpg,06133.3,252,108,510,164
hefei_3280.jpg,03219.0,120,139,406,193
hefei_3281.jpg,18881.8,94,145,545,229
hefei_3282.jpg,04307.6,116,109,554,217
hefei_3284.jpg,12301.1,125,286,590,385
hefei_3285.jpg,06754.9,49,155,510,235
hefei_3288.jpg,07748.6,91,94,513,191
hefei_3289.jpg,13514.6,92,104,514,200
hefei_3290.jpg,05073.2,81,81,526,172
hefei_3292.jpg,04849.9,45,34,420,106
hefei_3293.jpg,01840.2,137,106,425,160
hefei_3294.jpg,09908.3,68,103,506,188
hefei_3296.jpg,03795.2,72,34,461,102
hefei_3297.jpg,07449.2,154,127,442,184
hefei_3298.jpg,32138.6,40,122,396,188
hefei_3300.jpg,10013.8,70,98,521,182
hefei_3301.jpg,10914.7,63,143,508,230
hefei_3302.jpg,07470.5,40,84,466,156
hefei_3304.jpg,03143.8,145,122,584,207
hefei_3305.jpg,06847.8,52,20,464,86
hefei_3306.jpg,06685.6,74,130,518,202
hefei_3308.jpg,09891.3,82,153,535,244
hefei_3309.jpg,02350.8,94,49,520,123
hefei_3310.jpg,06787.7,73,58,486,130
hefei_3312.jpg,09694.0,64,93,504,171
hefei_3313.jpg,09949.7,176,102,452,150
hefei_3314.jpg,02863.3,59,148,525,245
hefei_3316.jpg,07166.3,142,71,440,125
hefei_3317.jpg,21974.3,56,156,498,241
hefei_3318.jpg,09537.5,85,105,510,173
hefei_3320.jpg,15001.7,24,35,406,114
hefei_3321.jpg,03156.5,72,28,490,101
hefei_3322.jpg,14816.5,48,156,514,242
hefei_3324.jpg,02378.8,104,58,540,138
hefei_3325.jpg,06379.1,95,85,516,172
hefei_3326.jpg,03575.3,114,73,550,140
hefei_3328.jpg,08412.3,94,118,538,191
hefei_3329.jpg,05996.2,74,140,536,230
hefei_3330.jpg,05918.5,75,154,522,233
hefei_3332.jpg,13968.9,141,119,429,174
hefei_3333.jpg,07174.1,43,164,485,254
hefei_3334.jpg,07962.9,50,155,506,240
hefei_3336.jpg,10131.8,50,171,503,264
hefei_3337.jpg,04208.2,111,82,519,157
hefei_3338.jpg,10185.4,84,133,569,237
hefei_3340.jpg,15114.2,53,163,517,256
hefei_3341.jpg,07621.5,170,145,440,188
hefei_3342.jpg,05095.3,54,99,544,190
hefei_3344.jpg,02726.1,72,57,478,126
hefei_3345.jpg,03252.2,138,74,431,128
hefei_3346.jpg,09075.4,61,111,501,184
hefei_3348.jpg,06165.1,41,101,492,179
hefei_3349.jpg,02827.8,131,87,554,172
hefei_3350.jpg,03582.0,98,133,528,207
hefei_3352.jpg,05276.3,73,104,520,176
hefei_3353.jpg,08215.8,63,28,482,95
hefei_3354.jpg,19995.5,135,70,494,144
hefei_3356.jpg,09137.9,98,63,452,120
hefei_3357.jpg,19317.1,15,185,468,271
hefei_3358.jpg,10712.2,53,159,478,234
hefei_3360.jpg,07478.3,181,104,428,160
hefei_3361.jpg,06930.4,80,50,502,117
hefei_3362.jpg,06351.3,42,129,465,198
hefei_3364.jpg,02384.6,142,126,410,176
hefei_3365.jpg,03950.0,122,48,532,121
hefei_3366.jpg,05138.0,100,1,564,70
hefei_3368.jpg,00247.2,75,146,526,233
hefei_3369.jpg,06405.8,76,58,507,127
hefei_3370.jpg,03327.2,141,109,420,159
hefei_3372.jpg,03796.9,87,66,518,140
hefei_3373.jpg,10278.2,73,71,469,138
hefei_3374.jpg,08344.9,52,132,494,218
hefei_3376.jpg,24021.1,100,23,502,86
hefei_3377.jpg,01170.3,74,144,544,236
hefei_3378.jpg,02653.2,58,62,498,130
hefei_3380.jpg,05912.7,72,80,537,167
hefei_3381.jpg,02721.9,107,187,575,292
hefei_3382.jpg,11540.9,27,153,449,234
hefei_3384.jpg,12275.8,70,102,497,194
hefei_3385.jpg,15517.7,85,107,507,180
hefei_3386.jpg,03184.1,71,113,515,192
hefei_3388.jpg,02040.3,165,59,613,162
hefei_3389.jpg,00000.0,80,129,532,210
hefei_3390.jpg,05790.2,102,132,558,229
hefei_3393.jpg,04909.8,100,60,502,140
hefei_3394.jpg,08707.2,62,152,515,233
hefei_3395.jpg,06841.3,81,59,516,131
hefei_3397.jpg,07453.6,141,66,395,115
hefei_3398.jpg,08568.9,214,43,572,105
hefei_3399.jpg,02257.2,164,197,419,248
hefei_3401.jpg,07378.6,83,149,538,239
hefei_3402.jpg,06794.2,73,18,478,86
hefei_3403.jpg,06065.0,50,158,510,256
hefei_3406.jpg,07748.7,76,154,537,240
hefei_3407.jpg,07517.4,50,146,492,231
hefei_3408.jpg,07467.1,157,101,411,150
hefei_3410.jpg,02125.3,134,25,561,99
hefei_3411.jpg,02432.6,172,92,452,146
hefei_3412.jpg,09858.3,56,140,501,227
hefei_3414.jpg,06107.3,51,75,496,153
hefei_3415.jpg,02085.6,119,54,546,132
hefei_3416.jpg,10311.2,84,132,536,230
hefei_3418.jpg,21591.3,1,129,426,215
hefei_3419.jpg,09693.3,113,67,508,130
hefei_3420.jpg,07687.4,40,135,479,221
hefei_3422.jpg,07158.5,43,37,435,105
hefei_3423.jpg,08078.2,114,145,566,237
hefei_3424.jpg,08687.5,77,128,521,201
hefei_3426.jpg,20432.3,173,42,539,105
hefei_3427.jpg,05999.5,72,1,506,51
hefei_3428.jpg,02115.6,181,86,432,137
hefei_3430.jpg,00120.6,51,179,520,276
hefei_3431.jpg,12110.9,108,121,510,188
hefei_3432.jpg,08615.6,53,163,485,243
hefei_3434.jpg,06065.1,74,37,492,109
hefei_3435.jpg,03256.0,154,119,407,167
hefei_3436.jpg,07389.9,63,148,498,227
hefei_3438.jpg,00782.4,103,29,563,126
hefei_3439.jpg,01092.8,104,136,548,222
hefei_3440.jpg,12289.9,60,149,496,230
hefei_3442.jpg,02395.4,67,152,512,239
hefei_3443.jpg,08123.3,60,121,508,199
hefei_3444.jpg,02493.6,100,133,526,219
hefei_3446.jpg,08669.8,90,109,512,182
hefei_3447.jpg,06104.2,168,96,432,150
hefei_3448.jpg,03459.9,100,91,513,159
hefei_3450.jpg,12234.7,71,120,502,193
hefei_3451.jpg,03471.5,101,20,506,88
hefei_3452.jpg,11726.2,56,57,477,131
hefei_3454.jpg,18233.9,76,123,498,196
hefei_3455.jpg,02606.7,107,35,547,104
hefei_3456.jpg,06587.8,78,158,555,250
hefei_3458.jpg,05784.4,94,107,534,182
hefei_3459.jpg,11970.2,71,82,503,157
hefei_3460.jpg,05748.9,68,134,515,215
hefei_3462.jpg,02289.4,197,198,448,248
hefei_3463.jpg,02200.1,97,98,561,191
hefei_3464.jpg,07694.7,79,33,483,100
hefei_3466.jpg,03410.6,88,79,510,147
hefei_3467.jpg,02058.8,176,37,606,129
hefei_3468.jpg,08853.7,71,125,520,203
hefei_3470.jpg,08267.2,67,158,525,249
hefei_3471.jpg,02063.6,109,18,501,92
hefei_3472.jpg,01976.3,90,138,486,213
hefei_3474.jpg,03970.9,91,42,496,108
hefei_3475.jpg,03945.7,86,82,537,167
hefei_3476.jpg,10997.5,74,111,499,189
hefei_3478.jpg,03235.7,138,92,418,140
hefei_3479.jpg,04995.2,78,159,504,243
hefei_3480.jpg,07543.5,72,138,532,224
hefei_3482.jpg,09529.3,41,141,506,232
hefei_3483.jpg,03236.4,72,117,504,186
hefei_3484.jpg,03212.2,116,132,525,229
hefei_3486.jpg,12439.2,70,164,525,249
hefei_3487.jpg,07194.1,102,162,581,289
hefei_3488.jpg,02874.4,100,89,555,173
hefei_3490.jpg,17161.4,88,55,464,124
hefei_3491.jpg,03055.4,113,101,565,185
hefei_3492.jpg,02146.8,191,184,449,241
hefei_3495.jpg,07532.6,113,159,590,251
hefei_3496.jpg,14315.0,89,122,478,185
hefei_3497.jpg,06796.6,65,107,513,186
hefei_3499.jpg,03828.0,72,141,520,225
hefei_3500.jpg,06788.3,65,76,486,144
hefei_3501.jpg,18076.3,30,207,460,294
hefei_3503.jpg,02083.2,170,97,440,148
hefei_3504.jpg,06711.5,69,167,522,260
hefei_3505.jpg,05342.2,1,49,325,145
hefei_3507.jpg,07453.0,142,93,425,144
hefei_3508.jpg,02435.5,145,126,438,181
hefei_3509.jpg,06312.0,42,53,446,119
hefei_3511.jpg,05091.7,135,78,544,152
hefei_3512.jpg,07124.7,55,146,508,233
hefei_3513.jpg,06602.3,65,57,501,132
hefei_3515.jpg,14325.1,90,189,507,287
hefei_3516.jpg,06013.1,93,87,511,159
hefei_3517.jpg,04129.9,97,35,532,114
hefei_3519.jpg,07223.2,53,157,521,238
hefei_3520.jpg,03964.3,108,47,530,125
hefei_3521.jpg,02307.5,59,44,434,107
hefei_3523.jpg,12431.2,87,151,552,241
hefei_3524.jpg,11293.8,99,24,483,92
hefei_3525.jpg,07101.9,85,34,503,103
hefei_3527.jpg,03311.0,104,80,526,159
hefei_3528.jpg,06949.7,14,87,406,156
hefei_3529.jpg,02640.5,75,169,519,259
hefei_3531.jpg,00731.3,49,108,556,210
hefei_3532.jpg,16123.4,78,164,531,255
hefei_3533.jpg,12343.1,74,23,467,85
hefei_3535.jpg,12384.3,41,156,494,240
hefei_3536.jpg,06145.1,91,1,527,77
hefei_3537.jpg,03578.3,68,158,549,262
hefei_3539.jpg,13993.5,9,151,441,232
hefei_3540.jpg,11113.3,68,149,547,246
hefei_3541.jpg,04537.2,103,69,535,138
hefei_3543.jpg,06933.7,67,173,509,260
hefei_3544.jpg,02993.7,52,178,514,276
hefei_3545.jpg,03358.2,102,75,541,143
hefei_3547.jpg,05802.9,64,157,477,242
hefei_3548.jpg,05474.6,59,27,438,89
hefei_3549.jpg,00680.8,86,68,548,158
hefei_3551.jpg,12951.3,71,29,488,108
hefei_3552.jpg,06195.6,53,125,506,200
hefei_3553.jpg,06856.4,83,102,541,174
hefei_3555.jpg,02113.4,193,125,451,175
hefei_3556.jpg,02921.5,108,128,573,219
hefei_3557.jpg,03452.3,103,36,502,103
hefei_3559.jpg,11446.9,79,38,494,107
hefei_3560.jpg,17642.1,128,55,506,118
hefei_3561.jpg,24398.8,62,152,522,237
hefei_3563.jpg,13725.4,50,56,488,130
hefei_3564.jpg,03571.4,73,151,522,237
hefei_3565.jpg,08278.8,68,150,499,229
hefei_3567.jpg,06114.8,79,73,496,139
hefei_3568.jpg,02472.8,93,64,501,142
hefei_3569.jpg,07195.0,57,163,523,261
hefei_3571.jpg,23964.3,77,97,492,166
hefei_3572.jpg,00703.9,73,120,571,222
hefei_3573.jpg,00961.5,103,97,569,189
hefei_3575.jpg,08494.7,51,144,481,218
hefei_3576.jpg,14572.8,88,83,528,156
hefei_3577.jpg,00808.5,82,117,538,222
hefei_3579.jpg,13888.7,73,145,522,231
hefei_3580.jpg,12067.2,80,95,499,167
hefei_3581.jpg,06287.3,60,154,541,245
hefei_3583.jpg,13807.6,150,72,431,122
hefei_3584.jpg,08708.2,138,67,414,118
hefei_3585.jpg,04419.9,81,33,519,114
hefei_3587.jpg,15112.5,80,144,554,242
hefei_3588.jpg,02626.7,71,143,523,228
hefei_3589.jpg,07426.6,72,157,521,243
hefei_3591.jpg,06441.6,90,57,507,124
hefei_3592.jpg,15072.8,73,103,468,170
hefei_3593.jpg,02957.6,97,117,532,213
hefei_3595.jpg,04973.8,89,65,508,138
hefei_3596.jpg,02160.8,207,121,470,170
hefei_3597.jpg,11668.6,46,137,482,228
hefei_3599.jpg,50096.9,134,83,504,161
hefei_3600.jpg,02116.3,107,34,529,103
hefei_3601.jpg,03265.8,76,77,516,152
hefei_3603.jpg,08127.8,19,154,468,245
hefei_3604.jpg,15237.6,72,140,499,213
hefei_3605.jpg,05721.5,44,75,505,159
hefei_3607.jpg,03337.4,169,86,449,140
hefei_3608.jpg,01813.4,47,158,485,242
hefei_3609.jpg,11078.6,64,158,530,261
hefei_3612.jpg,07508.0,143,79,462,142
hefei_3613.jpg,00927.9,54,118,542,220
hefei_3615.jpg,17921.0,36,156,489,234
hefei_3616.jpg,09232.0,136,0,562,74
hefei_3617.jpg,03165.2,104,123,562,204
hefei_3619.jpg,06273.1,60,146,491,224
hefei_3620.jpg,14093.5,115,132,379,180
hefei_3621.jpg,15220.9,152,52,541,118
hefei_3623.jpg,08135.3,47,105,474,183
hefei_3624.jpg,14290.1,66,164,511,257
hefei_3625.jpg,06682.0,76,109,532,188
hefei_3627.jpg,09102.5,71,96,516,171
hefei_3628.jpg,11576.3,83,150,539,246
hefei_3629.jpg,06742.8,74,77,496,146
hefei_3631.jpg,06429.8,81,135,530,216
hefei_3632.jpg,14197.3,38,156,503,253
hefei_3633.jpg,00608.4,70,114,531,201
hefei_3635.jpg,03646.8,55,167,507,253
hefei_3636.jpg,07204.2,51,58,474,133
hefei_3637.jpg,00000.4,72,114,520,199
hefei_3639.jpg,07041.1,86,75,508,144
hefei_3640.jpg,14044.6,176,99,465,147
hefei_3641.jpg,03567.2,103,31,533,104
hefei_3643.jpg,02279.2,178,61,441,112
hefei_3644.jpg,02127.8,149,108,533,183
hefei_3645.jpg,06971.3,91,84,530,165
hefei_3647.jpg,01666.6,130,47,562,125
hefei_3648.jpg,07545.4,102,103,503,166
hefei_3649.jpg,06856.6,66,129,498,203
hefei_3651.jpg,08329.8,82,139,503,223
hefei_3652.jpg,03032.2,142,119,590,203
hefei_3653.jpg,06167.2,68,165,549,256
hefei_3655.jpg,11625.0,36,101,457,205
hefei_3656.jpg,02312.4,118,43,526,121
hefei_3657.jpg,02598.5,97,120,484,186
hefei_3659.jpg,07144.1,54,162,519,249
hefei_3660.jpg,03342.4,128,43,543,115
hefei_3661.jpg,08667.1,56,154,504,241
hefei_3663.jpg,03493.1,93,92,538,167
hefei_3664.jpg,00939.2,99,97,569,187
hefei_3665.jpg,05827.1,112,72,537,158
hefei_3667.jpg,02592.7,78,93,522,166
hefei_3668.jpg,06230.1,51,143,500,224
hefei_3669.jpg,06835.8,92,52,536,126
hefei_3671.jpg,05300.8,83,65,515,140
hefei_3672.jpg,04846.6,83,92,514,166
hefei_3673.jpg,01647.9,130,70,403,119
hefei_3675.jpg,10812.8,88,32,492,95
hefei_3676.jpg,07450.2,11,157,477,249
hefei_3677.jpg,07688.4,42,127,484,196
hefei_3679.jpg,03586.1,97,50,524,118
hefei_3680.jpg,03229.2,166,81,449,135
hefei_3681.jpg,06154.3,179,92,459,140
hefei_3683.jpg,12863.3,128,119,395,163
hefei_3684.jpg,00893.1,50,107,555,221
hefei_3685.jpg,06048.1,70,112,544,199
hefei_3687.jpg,11728.4,72,155,541,247
hefei_3688.jpg,06053.7,76,159,546,255
hefei_3689.jpg,08009.9,65,153,513,239
hefei_3691.jpg,14617.8,76,147,527,232
hefei_3692.jpg,03436.3,47,112,486,191
hefei_3693.jpg,12088.3,64,139,520,224
hefei_3695.jpg,07995.4,91,150,527,230
hefei_3696.jpg,15745.7,47,83,449,150
hefei_3697.jpg,04480.3,115,32,503,106
hefei_3699.jpg,02858.1,99,74,531,152
hefei_3700.jpg,02001.4,134,138,564,231
hefei_3701.jpg,05078.5,86,102,544,183
hefei_3703.jpg,07163.9,55,160,513,251
hefei_3704.jpg,56929.5,63,82,421,154
hefei_3705.jpg,06809.1,100,93,552,173
hefei_3707.jpg,07026.5,95,110,531,184
hefei_3708.jpg,42618.4,54,158,499,237
hefei_3709.jpg,03062.6,96,64,566,150
hefei_3711.jpg,07099.9,78,161,533,254
hefei_3712.jpg,07707.0,98,179,520,269
hefei_3713.jpg,06773.9,73,78,486,146
hefei_3715.jpg,04085.3,117,77,561,156
hefei_3716.jpg,07468.1,63,141,503,216
hefei_3717.jpg,19356.3,120,79,530,159
hefei_3719.jpg,06764.5,75,94,509,166
hefei_3720.jpg,07257.0,76,58,482,126
hefei_3721.jpg,03334.1,88,80,527,148
hefei_3723.jpg,08793.5,77,147,524,233
hefei_3724.jpg,06380.3,139,30,402,79
hefei_3725.jpg,05043.4,68,97,517,171
hefei_3727.jpg,10068.7,110,130,578,226
hefei_3728.jpg,06026.0,13,99,439,167
hefei_3729.jpg,14478.7,69,169,501,250
hefei_3731.jpg,12278.6,36,154,489,240
hefei_3732.jpg,07097.6,55,154,533,252
hefei_3733.jpg,11523.0,62,143,510,234
hefei_3735.jpg,06138.0,66,11,471,78
hefei_3736.jpg,18013.1,86,44,477,107
hefei_3737.jpg,00701.9,82,62,557,167
hefei_3739.jpg,07309.2,70,74,496,143
hefei_3740.jpg,07410.5,77,48,472,116
hefei_3741.jpg,02513.5,95,23,526,91
hefei_3743.jpg,10470.7,80,159,527,243
hefei_3744.jpg,09431.3,75,162,506,243
hefei_3745.jpg,11569.2,77,105,525,173
hefei_3747.jpg,00878.5,69,131,567,234
hefei_3748.jpg,02030.8,76,39,475,102
hefei_3749.jpg,07765.4,71,134,535,221
hefei_3751.jpg,06550.5,78,142,534,227
hefei_3752.jpg,06207.1,97,48,529,129
hefei_3753.jpg,14719.8,44,154,500,235
hefei_3755.jpg,07129.9,62,164,496,278
hefei_3756.jpg,07367.7,67,158,506,244
hefei_3757.jpg,14308.0,159,40,429,90
hefei_3759.jpg,04107.8,104,25,557,103
hefei_3760.jpg,26199.9,179,55,542,129
hefei_3761.jpg,03377.9,115,36,508,103
hefei_3763.jpg,15558.7,53,106,474,174
hefei_3764.jpg,06455.7,35,109,445,172
hefei_3765.jpg,07091.5,66,98,511,171
hefei_3767.jpg,17930.2,89,37,502,103
hefei_3768.jpg,04567.7,93,99,498,172
hefei_3769.jpg,06043.0,27,50,440,128
hefei_3771.jpg,03609.7,22,144,478,246
hefei_3772.jpg,03888.6,55,97,499,171
hefei_3773.jpg,05882.2,94,120,573,223
hefei_3775.jpg,09688.0,58,71,485,139
hefei_3776.jpg,06093.1,47,25,462,94
hefei_3777.jpg,11014.5,131,9,515,71
hefei_3779.jpg,13949.9,54,156,501,243
hefei_3780.jpg,33412.2,151,77,464,140
hefei_3781.jpg,12493.9,81,137,504,209
hefei_3783.jpg,06048.7,76,52,494,121
hefei_3784.jpg,00178.6,109,64,534,133
hefei_3785.jpg,14355.8,60,71,478,139
hefei_3787.jpg,03552.6,88,61,518,130
hefei_3788.jpg,05347.2,73,69,486,137
hefei_3789.jpg,02335.6,83,126,455,189
hefei_3791.jpg,06868.3,79,47,500,122
hefei_3792.jpg,07249.9,58,171,475,256
hefei_3793.jpg,06957.1,68,89,500,163
hefei_3795.jpg,03877.0,101,56,539,131
hefei_3796.jpg,07212.4,51,148,442,220
hefei_3797.jpg,09751.1,81,141,526,225
hefei_3799.jpg,08249.8,54,167,489,248
hefei_3800.jpg,22746.4,22,39,423,111
hefei_3801.jpg,02487.6,67,38,472,106
hefei_3803.jpg,06647.8,91,82,508,149
hefei_3804.jpg,10301.6,36,152,500,245
hefei_3805.jpg,11246.4,64,155,516,240
hefei_3808.jpg,07490.2,40,155,500,236
hefei_3811.jpg,03215.4,124,57,377,105
hefei_3812.jpg,07735.5,85,103,525,172
hefei_3813.jpg,06226.5,51,149,504,234
hefei_3816.jpg,05943.1,90,90,498,163
hefei_3817.jpg,02909.9,103,133,565,243
hefei_3819.jpg,11626.9,69,134,492,208
hefei_3820.jpg,13899.0,159,55,425,105
hefei_3821.jpg,06536.9,51,149,496,236
hefei_3823.jpg,06727.1,99,49,525,118
hefei_3824.jpg,07163.3,23,110,445,188
hefei_3827.jpg,08435.6,71,82,494,151
hefei_3828.jpg,01817.8,138,52,548,144
hefei_3829.jpg,08841.6,79,120,513,194
hefei_3831.jpg,05719.8,70,27,474,93
hefei_3832.jpg,06668.4,74,91,496,164
hefei_3833.jpg,02062.6,126,52,553,132
hefei_3836.jpg,04858.2,66,117,506,192
hefei_3837.jpg,19032.6,137,73,496,140
hefei_3838.jpg,02300.9,186,211,411,254
hefei_3840.jpg,09703.7,70,136,500,205
hefei_3842.jpg,07006.7,156,102,445,157
hefei_3844.jpg,19415.3,83,58,431,130
hefei_3845.jpg,13633.3,69,154,529,245
hefei_3846.jpg,01973.6,117,72,508,170
hefei_3849.jpg,08342.4,75,137,537,234
hefei_3850.jpg,15139.1,161,110,539,173
hefei_3852.jpg,06748.4,67,106,502,178
hefei_3853.jpg,24163.2,152,49,531,109
hefei_3854.jpg,06639.7,90,47,495,114
hefei_3857.jpg,15849.1,91,31,513,112
hefei_3858.jpg,14022.7,64,104,474,197
hefei_3860.jpg,10803.4,48,157,503,243
hefei_3861.jpg,06756.9,88,59,496,126
hefei_3862.jpg,14308.6,65,146,523,242
hefei_3865.jpg,02139.9,118,46,549,118
hefei_3866.jpg,13836.0,59,59,474,131
hefei_3868.jpg,09806.4,137,66,403,115
hefei_3869.jpg,06812.7,76,147,534,237
hefei_3872.jpg,03204.4,73,74,509,154
hefei_3874.jpg,06985.2,160,2,514,70
hefei_3876.jpg,02820.3,68,2,421,71
hefei_3878.jpg,06095.6,141,116,421,166
hefei_3880.jpg,09602.3,79,38,461,101
hefei_3881.jpg,06101.9,106,94,553,166
hefei_3882.jpg,02866.6,35,170,462,255
hefei_3884.jpg,08109.3,69,55,503,129
hefei_3886.jpg,12355.4,54,156,501,234
hefei_3888.jpg,03243.1,152,85,441,135
hefei_3889.jpg,03964.5,70,97,528,171
hefei_3890.jpg,02168.2,46,134,478,221
hefei_3892.jpg,06435.9,70,160,518,241
hefei_3894.jpg,02381.8,104,104,531,171
hefei_3897.jpg,02610.7,92,103,543,189
hefei_3898.jpg,07727.5,96,49,506,112
hefei_3904.jpg,07637.5,144,37,480,105
hefei_3906.jpg,07225.7,48,156,514,236
hefei_3908.jpg,05967.5,80,144,501,225
hefei_3909.jpg,12331.9,71,32,496,101
hefei_3910.jpg,07212.9,89,125,558,212
hefei_3913.jpg,02583.0,106,26,514,92
hefei_3916.jpg,06780.3,73,94,508,167
hefei_3917.jpg,06840.1,76,98,510,167
hefei_3920.jpg,06988.7,88,50,497,118
hefei_3921.jpg,06042.3,190,122,433,167
hefei_3925.jpg,01414.9,201,155,460,203
hefei_3928.jpg,03396.0,86,27,512,100
hefei_3929.jpg,10321.2,76,74,465,141
hefei_3930.jpg,00029.0,66,116,571,207
hefei_3933.jpg,07714.2,89,90,524,164
hefei_3936.jpg,11339.9,88,164,554,260
hefei_3937.jpg,05962.0,92,70,518,136
hefei_3938.jpg,03310.6,81,70,507,136
hefei_3940.jpg,07089.3,100,137,523,218
hefei_3941.jpg,02702.6,98,57,511,124
hefei_3942.jpg,08266.8,65,166,530,258
hefei_3944.jpg,05760.1,95,113,517,185
hefei_3945.jpg,00935.0,34,120,526,222
hefei_3946.jpg,06328.1,48,157,518,247
hefei_3948.jpg,06015.3,60,94,502,173
hefei_3949.jpg,06484.2,102,83,527,157
hefei_3950.jpg,07545.5,166,60,419,111
hefei_3954.jpg,03421.6,104,13,514,80
hefei_3956.jpg,08169.2,52,152,507,242
hefei_3957.jpg,05172.9,72,96,534,174
hefei_3958.jpg,04460.3,58,146,503,232
hefei_3960.jpg,00916.5,46,118,550,221
hefei_3961.jpg,20427.7,79,57,496,124
hefei_3962.jpg,12706.0,154,79,433,140
hefei_3964.jpg,07739.3,104,27,513,93
hefei_3965.jpg,03702.2,88,160,536,253
hefei_3968.jpg,03932.3,65,67,516,157
hefei_3970.jpg,14104.4,190,14,581,166
hefei_3972.jpg,05883.2,74,1,510,57
hefei_3973.jpg,02420.0,165,91,451,141
hefei_3974.jpg,05782.5,93,79,524,148
hefei_3977.jpg,11259.6,84,49,506,117
hefei_3982.jpg,03281.7,130,127,570,212
hefei_3986.jpg,03573.2,126,77,565,157
hefei_3988.jpg,06119.6,69,96,507,168
hefei_3989.jpg,02232.5,140,43,544,118
hefei_3990.jpg,07294.8,82,39,497,108
hefei_3996.jpg,11534.2,58,157,520,253
hefei_3998.jpg,02288.3,199,229,454,278
hefei_4000.jpg,06093.1,90,55,509,127
hefei_4002.jpg,03161.8,161,87,416,136
hefei_4004.jpg,06010.8,79,95,506,168
hefei_4005.jpg,04425.8,105,23,493,89
hefei_4009.jpg,00592.6,181,95,402,131
hefei_4010.jpg,06480.4,62,126,480,194
hefei_4012.jpg,01620.9,73,95,477,173
hefei_4014.jpg,06003.7,126,126,528,223
hefei_4018.jpg,08367.7,95,50,504,116
hefei_4020.jpg,03068.8,109,78,527,145
hefei_4021.jpg,02569.6,125,102,555,183
hefei_4024.jpg,03021.7,90,97,507,172
hefei_4025.jpg,43913.4,117,52,444,118
hefei_4026.jpg,02859.7,106,71,493,143
hefei_4028.jpg,01730.2,55,53,467,122
hefei_4029.jpg,07326.3,84,117,522,195
hefei_4030.jpg,09334.9,85,45,493,107
hefei_4032.jpg,06345.2,60,57,472,129
hefei_4037.jpg,05869.1,115,55,520,118
